"filename", "language", "Dart", "comment", "blank", "total"
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\quests\quests_screen\cubit\quests_screen_cubit.dart", "Dart", 77, 4, 21, 102
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\quests\quests_screen\cubit\quests_screen_state.dart", "Dart", 49, 0, 11, 60
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\quests\quests_screen\quest_screen_data.dart", "Dart", 64, 0, 2, 66
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\quests\quests_screen\quests_screen.dart", "Dart", 154, 6, 5, 165
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\quests\quests_screen\quests_screen_controller.dart", "Dart", 103, 3, 8, 114
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\location_screen\cubit\password_screen_cubit.dart", "Dart", 6, 0, 3, 9
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\location_screen\cubit\password_screen_state.dart", "Dart", 8, 0, 5, 13
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\location_screen\location_screen.dart", "Dart", 121, 1, 4, 126
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\password_screen\cubit\password_screen_cubit.dart", "Dart", 6, 0, 3, 9
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\password_screen\cubit\password_screen_state.dart", "Dart", 8, 0, 5, 13
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\password_screen\password_screen.dart", "Dart", 101, 1, 4, 106
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\payment_screen\components\add_new_card_body.dart", "Dart", 101, 0, 4, 105
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\payment_screen\components\card_view.dart", "Dart", 53, 0, 4, 57
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\payment_screen\cubit\payment_screen_cubit.dart", "Dart", 12, 0, 5, 17
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\payment_screen\cubit\payment_screen_state.dart", "Dart", 8, 0, 5, 13
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\payment_screen\payment_screen.dart", "Dart", 78, 1, 3, 82
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\payment_screen\payment_screen_controller.dart", "Dart", 21, 0, 2, 23
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\settings_screen\components\change_role_widget.dart", "Dart", 52, 0, 4, 56
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\settings_screen\components\language_body.dart", "Dart", 88, 1, 11, 100
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\settings_screen\components\my_credits_view\exchange_body.dart", "Dart", 63, 0, 5, 68
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\settings_screen\components\my_credits_view\exchange_choice_body.dart", "Dart", 34, 0, 3, 37
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\settings_screen\components\my_credits_view\exchange_item.dart", "Dart", 55, 0, 4, 59
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\settings_screen\components\my_credits_view\my_credits_view.dart", "Dart", 85, 0, 3, 88
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\settings_screen\components\settings_button.dart", "Dart", 43, 0, 4, 47
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\settings_screen\components\settings_item.dart", "Dart", 31, 0, 4, 35
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\settings_screen\components\subscription_payment_body.dart", "Dart", 91, 0, 8, 99
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\settings_screen\components\try_our_new_subscription_body.dart", "Dart", 49, 0, 5, 54
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\settings_screen\cubit\settings_screen_cubit.dart", "Dart", 22, 0, 4, 26
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\settings_screen\cubit\settings_screen_state.dart", "Dart", 11, 0, 6, 17
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\settings_screen\settings_screen.dart", "Dart", 172, 1, 6, 179
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\common\settings\settings_screen\settings_screen_controller.dart", "Dart", 228, 0, 10, 238
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\home_screen\controller\home_screen_controller.dart", "Dart", 128, 29, 6, 163
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\home_screen\cubit\home_screen_cubit.dart", "Dart", 77, 0, 16, 93
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\home_screen\cubit\home_screen_state.dart", "Dart", 9, 0, 6, 15
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\home_screen\home_screen.dart", "Dart", 131, 2, 8, 141
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\components\back_icon_button.dart", "Dart", 23, 0, 4, 27
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\enter_the_code_screen\cubit\enter_the_code_screen_cubit.dart", "Dart", 144, 0, 17, 161
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\enter_the_code_screen\cubit\enter_the_code_screen_state.dart", "Dart", 16, 0, 7, 23
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\enter_the_code_screen\enter_the_code_screen.dart", "Dart", 148, 1, 5, 154
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\forget_password_screen\cubit\forget_password_screen_cubit.dart", "Dart", 63, 0, 10, 73
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\forget_password_screen\cubit\forget_password_screen_state.dart", "Dart", 16, 0, 7, 23
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\forget_password_screen\forget_password_screen.dart", "Dart", 135, 0, 3, 138
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\language_screen\components\language_item.dart", "Dart", 64, 0, 4, 68
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\language_screen\components\language_selection.dart", "Dart", 37, 0, 4, 41
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\language_screen\language_screen.dart", "Dart", 81, 0, 4, 85
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\login_screen\components\remember_user.dart", "Dart", 75, 0, 7, 82
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\login_screen\cubit\login_screen_cubit.dart", "Dart", 151, 0, 17, 168
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\login_screen\cubit\login_screen_state.dart", "Dart", 20, 0, 7, 27
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\login_screen\log_in_screen.dart", "Dart", 212, 0, 3, 215
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\new_password_screen\cubit\new_password_screen_cubit.dart", "Dart", 71, 0, 10, 81
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\new_password_screen\cubit\new_password_screen_state.dart", "Dart", 16, 0, 7, 23
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\new_password_screen\new_password_screen.dart", "Dart", 181, 0, 4, 185
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\sign_in_screen\cubit\sign_in_screen_cubit.dart", "Dart", 105, 0, 12, 117
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\sign_in_screen\cubit\sign_in_screen_state.dart", "Dart", 16, 0, 7, 23
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\sign_in_screen\sign_in_scrreen.dart", "Dart", 375, 5, 3, 383
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\login\start_screen.dart", "Dart", 68, 0, 3, 71
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\artifacts_screen\artifacts_screen.dart", "Dart", 85, 0, 4, 89
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\artifacts_screen\components\artifacts\artifact_item.dart", "Dart", 49, 0, 4, 53
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\artifacts_screen\components\artifacts\artifact_view.dart", "Dart", 36, 0, 5, 41
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\artifacts_screen\components\artifacts\artifacts_view.dart", "Dart", 47, 0, 6, 53
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\artifacts_screen\components\features\feature_item.dart", "Dart", 33, 0, 4, 37
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\artifacts_screen\components\features\features_view.dart", "Dart", 53, 0, 5, 58
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\artifacts_screen\components\files\file_item.dart", "Dart", 54, 0, 5, 59
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\artifacts_screen\components\files\files_view.dart", "Dart", 34, 0, 4, 38
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\artifacts_screen\components\forward_button.dart", "Dart", 22, 0, 4, 26
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\artifacts_screen\components\tools\tool_item.dart", "Dart", 57, 0, 4, 61
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\artifacts_screen\components\tools\tool_item_count_parts.dart", "Dart", 34, 0, 5, 39
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\artifacts_screen\components\tools\tool_view.dart", "Dart", 63, 0, 5, 68
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\artifacts_screen\components\tools\tools_view.dart", "Dart", 67, 0, 6, 73
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\artifacts_screen\cubit\artifacts_screen_cubit.dart", "Dart", 56, 0, 7, 63
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\artifacts_screen\cubit\artifacts_screen_state.dart", "Dart", 27, 0, 13, 40
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\completing_quest_screen.dart", "Dart", 83, 1, 4, 88
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\components\action_panel.dart", "Dart", 41, 0, 3, 44
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\components\buddy_hint_view.dart", "Dart", 68, 0, 4, 72
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\components\close_button.dart", "Dart", 22, 0, 3, 25
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\components\complete_quest_gradient_view.dart", "Dart", 44, 0, 4, 48
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\components\current_quest_view.dart", "Dart", 36, 0, 3, 39
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\components\custom_snapping_bottom_sheet\custom_snapping_bottom_header.dart", "Dart", 36, 0, 3, 39
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\components\custom_snapping_bottom_sheet\custom_snapping_bottom_sheet.dart", "Dart", 73, 0, 4, 77
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\components\custom_snapping_bottom_sheet\no_complete_point_suffix_view.dart", "Dart", 37, 0, 4, 41
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\components\custom_snapping_bottom_sheet\point_item.dart", "Dart", 49, 0, 5, 54
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\components\custom_snapping_bottom_sheet\points_list.dart", "Dart", 29, 0, 5, 34
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\components\custom_snapping_bottom_sheet\right_now_view.dart", "Dart", 31, 0, 3, 34
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\components\toolbar.dart", "Dart", 93, 0, 4, 97
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\components\toolbar_circle.dart", "Dart", 26, 0, 3, 29
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\components\toolbar_circle_ring.dart", "Dart", 20, 0, 4, 24
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\components\toolbar_item.dart", "Dart", 58, 0, 4, 62
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\cubit\artifacts_screen_cubit.dart", "Dart", 15, 0, 5, 20
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\completing_quest_screen\cubit\artifacts_screen_state.dart", "Dart", 8, 0, 5, 13
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\friends\friends_screen\components\friend_item.dart", "Dart", 75, 0, 4, 79
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\friends\friends_screen\components\friends_add_friend_body.dart", "Dart", 48, 0, 3, 51
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\friends\friends_screen\components\friends_view.dart", "Dart", 27, 0, 4, 31
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\friends\friends_screen\components\invite_friend_button.dart", "Dart", 18, 0, 4, 22
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\friends\friends_screen\components\requests_button.dart", "Dart", 24, 0, 4, 28
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\friends\friends_screen\cubit\friends_screen_cubit.dart", "Dart", 13, 0, 5, 18
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\friends\friends_screen\cubit\friends_screen_state.dart", "Dart", 14, 0, 8, 22
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\friends\friends_screen\friends_screen.dart", "Dart", 94, 0, 4, 98
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\friends\friends_screen\friends_screen_controller.dart", "Dart", 20, 0, 2, 22
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\friends\requests_screen\components\empty_requests_view.dart", "Dart", 20, 0, 3, 23
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\friends\requests_screen\cubit\friends_screen_cubit.dart", "Dart", 13, 0, 5, 18
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\friends\requests_screen\cubit\friends_screen_state.dart", "Dart", 14, 0, 8, 22
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\friends\requests_screen\requests_screen.dart", "Dart", 49, 0, 3, 52
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\invite_friend_screen\components\exclude_friend_view.dart", "Dart", 55, 0, 3, 58
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\invite_friend_screen\components\invite_friend_item.dart", "Dart", 62, 0, 7, 69
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\invite_friend_screen\components\invite_friend_list.dart", "Dart", 47, 0, 5, 52
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\invite_friend_screen\components\success_view.dart", "Dart", 28, 0, 3, 31
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\invite_friend_screen\cubit\invite_friend_cubit.dart", "Dart", 35, 0, 9, 44
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\invite_friend_screen\cubit\invite_friend_state.dart", "Dart", 9, 0, 6, 15
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\invite_friend_screen\invite_friend_screen.dart", "Dart", 101, 0, 3, 104
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\orbital_radar_screen\components\hint_button.dart", "Dart", 21, 0, 4, 25
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\orbital_radar_screen\orbital_radar_screen.dart", "Dart", 55, 0, 3, 58
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\present_credits_screen\components\choose_card_body.dart", "Dart", 165, 12, 7, 184
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\present_credits_screen\components\present_credits_body.dart", "Dart", 92, 0, 5, 97
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\present_credits_screen\cubit\present_credits_screen_cubit.dart", "Dart", 12, 0, 4, 16
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\present_credits_screen\cubit\present_credits_screen_state.dart", "Dart", 14, 0, 8, 22
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\present_credits_screen\present_credits_screen.dart", "Dart", 71, 0, 3, 74
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\tools_screen\components\tools_carousel.dart", "Dart", 49, 0, 3, 52
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\tools_screen\components\tools_carousel_item.dart", "Dart", 33, 0, 3, 36
"v:\GitHub\los_angeles_quests\lib\features\presentation\pages\user\tools_screen\tools_screen.dart", "Dart", 54, 0, 3, 57
"v:\GitHub\los_angeles_quests\lib\features\presentation\splash_screen\cubit\splash_screen_cubit.dart", "Dart", 58, 0, 7, 65
"v:\GitHub\los_angeles_quests\lib\features\presentation\splash_screen\cubit\splash_screen_state.dart", "Dart", 12, 0, 6, 18
"v:\GitHub\los_angeles_quests\lib\features\presentation\splash_screen\splash_screen.dart", "Dart", 61, 0, 3, 64
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\blur_rectangle_view.dart", "Dart", 23, 0, 3, 26
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\bottom_navigation_bar_tile.dart", "Dart", 64, 0, 4, 68
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\button_chips\button_chip.dart", "Dart", 36, 0, 4, 40
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\button_chips\button_chips_view.dart", "Dart", 29, 0, 4, 33
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\custom_app_bar.dart", "Dart", 53, 0, 4, 57
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\custom_bottom_sheet_template\cubit\custom_bottom_sheet_template_cubit.dart", "Dart", 35, 0, 7, 42
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\custom_bottom_sheet_template\cubit\custom_bottom_sheet_template_state.dart", "Dart", 9, 0, 5, 14
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\custom_bottom_sheet_template\custom_bottom_sheet_template.dart", "Dart", 196, 0, 9, 205
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\custom_button.dart", "Dart", 94, 2, 4, 100
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\custom_loading_indicator.dart", "Dart", 10, 0, 3, 13
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\custom_search_view.dart", "Dart", 222, 2, 27, 251
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\custom_text_error_widget.dart", "Dart", 14, 0, 4, 18
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\custom_text_field\cubit\custom_text_field_cubit.dart", "Dart", 41, 0, 5, 46
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\custom_text_field\cubit\custom_text_field_state.dart", "Dart", 10, 0, 4, 14
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\custom_text_field\custom_text_field.dart", "Dart", 315, 0, 11, 326
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\gradient_card.dart", "Dart", 84, 0, 4, 88
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\name_chip_under_avatar.dart", "Dart", 38, 0, 4, 42
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\quest_card_edit.dart", "Dart", 78, 0, 6, 84
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\quest_preferences\quest_preference_view.dart", "Dart", 107, 0, 7, 114
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\quest_preferences\quest_preference_view_item.dart", "Dart", 198, 5, 5, 208
"v:\GitHub\los_angeles_quests\lib\features\presentation\widgets\right_arrow_in_orange_circle.dart", "Dart", 26, 0, 4, 30
"v:\GitHub\los_angeles_quests\lib\features\repositories\purchase_repository.dart", "Dart", 4, 0, 1, 5
"v:\GitHub\los_angeles_quests\lib\features\repositories\purchase_repository_impl.dart", "Dart", 12, 2, 4, 18
"v:\GitHub\los_angeles_quests\lib\firebase_options.dart", "Dart", 53, 12, 4, 69
"v:\GitHub\los_angeles_quests\lib\l10n\L10n.dart", "Dart", 7, 0, 2, 9
"v:\GitHub\los_angeles_quests\lib\l10n\locale_keys.g.dart", "Dart", 248, 1, 3, 252
"v:\GitHub\los_angeles_quests\lib\locator_service.dart", "Dart", 274, 5, 12, 291
"v:\GitHub\los_angeles_quests\lib\main.dart", "Dart", 187, 2, 8, 197
"Total", "-", 21181, 177, 2213, 23571
